TERYT;Wojewodztwo;Powiat;Gmina;Rodzaj gminy;Nazwa;Nazwa typu jednostki;Stan na 
1210073;12;10;07;3;Krynica-Zdrój;gmina miejsko-wiejska;2010-01-01
1210074;12;10;07;4;Krynica-Zdrój;miasto;2010-01-01
1210075;12;10;07;5;Krynica-Zdrój;obszar wiejski;2010-01-01
1210082;12;10;08;2;Łabowa;gmina wiejska;2010-01-01
1210092;12;10;09;2;Łącko;gmina wiejska;2010-01-01
1210102;12;10;10;2;Łososina Dolna;gmina wiejska;2010-01-01
1210113;12;10;11;3;Muszyna;gmina miejsko-wiejska;2010-01-01
1210114;12;10;11;4;Muszyna;miasto;2010-01-01
1210115;12;10;11;5;Muszyna;obszar wiejski;2010-01-01
1210122;12;10;12;2;Nawojowa;gmina wiejska;2010-01-01
1210133;12;10;13;3;Piwniczna-Zdrój;gmina miejsko-wiejska;2010-01-01
1210134;12;10;13;4;Piwniczna-Zdrój;miasto;2010-01-01
1210135;12;10;13;5;Piwniczna-Zdrój;obszar wiejski;2010-01-01
1210142;12;10;14;2;Podegrodzie;gmina wiejska;2010-01-01
1210152;12;10;15;2;Rytro;gmina wiejska;2010-01-01
1210163;12;10;16;3;Stary Sącz;gmina miejsko-wiejska;2010-01-01
1210164;12;10;16;4;Stary Sącz;miasto;2010-01-01
1210165;12;10;16;5;Stary Sącz;obszar wiejski;2010-01-01
1211000;12;11;00;0;nowotarski;powiat;2010-01-01
1211011;12;11;01;1;Nowy Targ;gmina miejska;2010-01-01
1211023;12;11;02;3;Szczawnica;gmina miejsko-wiejska;2010-01-01
1211024;12;11;02;4;Szczawnica;miasto;2010-01-01
1211025;12;11;02;5;Szczawnica;obszar wiejski;2010-01-01
1211032;12;11;03;2;Czarny Dunajec;gmina wiejska;2010-01-01
1211042;12;11;04;2;Czorsztyn;gmina wiejska;2010-01-01
1211052;12;11;05;2;Jabłonka;gmina wiejska;2010-01-01
1211062;12;11;06;2;Krościenko nad Dunajcem;gmina wiejska;2010-01-01
1211072;12;11;07;2;Lipnica Wielka;gmina wiejska;2010-01-01
1211082;12;11;08;2;Łapsze Niżne;gmina wiejska;2010-01-01
1211092;12;11;09;2;Nowy Targ;gmina wiejska;2010-01-01
1211102;12;11;10;2;Ochotnica Dolna;gmina wiejska;2010-01-01
1211112;12;11;11;2;Raba Wyżna;gmina wiejska;2010-01-01
1211123;12;11;12;3;Rabka-Zdrój;gmina miejsko-wiejska;2010-01-01
1211124;12;11;12;4;Rabka-Zdrój;miasto;2010-01-01
1211125;12;11;12;5;Rabka-Zdrój;obszar wiejski;2010-01-01
1211132;12;11;13;2;Spytkowice;gmina wiejska;2010-01-01
1211142;12;11;14;2;Szaflary;gmina wiejska;2010-01-01
1212000;12;12;00;0;olkuski;powiat;2010-01-01
1212011;12;12;01;1;Bukowno;gmina miejska;2010-01-01
1212032;12;12;03;2;Bolesław;gmina wiejska;2010-01-01
1212042;12;12;04;2;Klucze;gmina wiejska;2010-01-01
1212053;12;12;05;3;Olkusz;gmina miejsko-wiejska;2010-01-01
1212054;12;12;05;4;Olkusz;miasto;2010-01-01
1212055;12;12;05;5;Olkusz;obszar wiejski;2010-01-01
1212062;12;12;06;2;Trzyciąż;gmina wiejska;2010-01-01
1212073;12;12;07;3;Wolbrom;gmina miejsko-wiejska;2010-01-01
1212074;12;12;07;4;Wolbrom;miasto;2010-01-01
1212075;12;12;07;5;Wolbrom;obszar wiejski;2010-01-01
1213000;12;13;00;0;oświęcimski;powiat;2010-01-01
1213011;12;13;01;1;Oświęcim;gmina miejska;2010-01-01
1213023;12;13;02;3;Brzeszcze;gmina miejsko-wiejska;2010-01-01
1213024;12;13;02;4;Brzeszcze;miasto;2010-01-01
1213025;12;13;02;5;Brzeszcze;obszar wiejski;2010-01-01
1213033;12;13;03;3;Chełmek;gmina miejsko-wiejska;2010-01-01
1213034;12;13;03;4;Chełmek;miasto;2010-01-01
1213035;12;13;03;5;Chełmek;obszar wiejski;2010-01-01
1213043;12;13;04;3;Kęty;gmina miejsko-wiejska;2010-01-01
1213044;12;13;04;4;Kęty;miasto;2010-01-01
1213045;12;13;04;5;Kęty;obszar wiejski;2010-01-01
1213052;12;13;05;2;Osiek;gmina wiejska;2010-01-01
1213062;12;13;06;2;Oświęcim;gmina wiejska;2010-01-01
1213072;12;13;07;2;Polanka Wielka;gmina wiejska;2010-01-01
1213082;12;13;08;2;Przeciszów;gmina wiejska;2010-01-01
1213093;12;13;09;3;Zator;gmina miejsko-wiejska;2010-01-01
1213094;12;13;09;4;Zator;miasto;2010-01-01
1213095;12;13;09;5;Zator;obszar wiejski;2010-01-01
1214000;12;14;00;0;proszowicki;powiat;2010-01-01
1214012;12;14;01;2;Koniusza;gmina wiejska;2010-01-01
1214022;12;14;02;2;Koszyce;gmina wiejska;2010-01-01
1214032;12;14;03;2;Nowe Brzesko;gmina wiejska;2010-01-01
1214042;12;14;04;2;Pałecznica;gmina wiejska;2010-01-01
1214053;12;14;05;3;Proszowice;gmina miejsko-wiejska;2010-01-01
1214054;12;14;05;4;Proszowice;miasto;2010-01-01
1214055;12;14;05;5;Proszowice;obszar wiejski;2010-01-01
1214062;12;14;06;2;Radziemice;gmina wiejska;2010-01-01
1215000;12;15;00;0;suski;powiat;2010-01-01
1215011;12;15;01;1;Jordanów;gmina miejska;2010-01-01
1215021;12;15;02;1;Sucha Beskidzka;gmina miejska;2010-01-01
1215032;12;15;03;2;Budzów;gmina wiejska;2010-01-01
1215042;12;15;04;2;Bystra-Sidzina;gmina wiejska;2010-01-01
1215052;12;15;05;2;Jordanów;gmina wiejska;2010-01-01
1215063;12;15;06;3;Maków Podhalański;gmina miejsko-wiejska;2010-01-01
1215064;12;15;06;4;Maków Podhalański;miasto;2010-01-01
1215065;12;15;06;5;Maków Podhalański;obszar wiejski;2010-01-01
1215072;12;15;07;2;Stryszawa;gmina wiejska;2010-01-01
1215082;12;15;08;2;Zawoja;gmina wiejska;2010-01-01
1215092;12;15;09;2;Zembrzyce;gmina wiejska;2010-01-01
1216000;12;16;00;0;tarnowski;powiat;2010-01-01
1216013;12;16;01;3;Ciężkowice;gmina miejsko-wiejska;2010-01-01
1216014;12;16;01;4;Ciężkowice;miasto;2010-01-01
1216015;12;16;01;5;Ciężkowice;obszar wiejski;2010-01-01
1216022;12;16;02;2;Gromnik;gmina wiejska;2010-01-01
1216032;12;16;03;2;Lisia Góra;gmina wiejska;2010-01-01
1216042;12;16;04;2;Pleśna;gmina wiejska;2010-01-01
1216053;12;16;05;3;Radłów;gmina miejsko-wiejska;2010-01-01
1216054;12;16;05;4;Radłów;miasto;2010-01-01
1216055;12;16;05;5;Radłów;obszar wiejski;2010-01-01
1216063;12;16;06;3;Ryglice;gmina miejsko-wiejska;2010-01-01
1216064;12;16;06;4;Ryglice;miasto;2010-01-01
1216065;12;16;06;5;Ryglice;obszar wiejski;2010-01-01
1216072;12;16;07;2;Rzepiennik Strzyżewski;gmina wiejska;2010-01-01
1216082;12;16;08;2;Skrzyszów;gmina wiejska;2010-01-01
1216092;12;16;09;2;Tarnów;gmina wiejska;2010-01-01
1216103;12;16;10;3;Tuchów;gmina miejsko-wiejska;2010-01-01
1216104;12;16;10;4;Tuchów;miasto;2010-01-01
1216105;12;16;10;5;Tuchów;obszar wiejski;2010-01-01
1216112;12;16;11;2;Wierzchosławice;gmina wiejska;2010-01-01
1216122;12;16;12;2;Wietrzychowice;gmina wiejska;2010-01-01
1216133;12;16;13;3;Wojnicz;gmina miejsko-wiejska;2010-01-01
1216134;12;16;13;4;Wojnicz;miasto;2010-01-01
1216135;12;16;13;5;Wojnicz;obszar wiejski;2010-01-01
1216143;12;16;14;3;Zakliczyn;gmina miejsko-wiejska;2010-01-01
1216144;12;16;14;4;Zakliczyn;miasto;2010-01-01
1216145;12;16;14;5;Zakliczyn;obszar wiejski;2010-01-01
1216153;12;16;15;3;Żabno;gmina miejsko-wiejska;2010-01-01
1216154;12;16;15;4;Żabno;miasto;2010-01-01
1216155;12;16;15;5;Żabno;obszar wiejski;2010-01-01
1216162;12;16;16;2;Szerzyny;gmina wiejska;2010-01-01
1217000;12;17;00;0;tatrzański;powiat;2010-01-01
1217011;12;17;01;1;Zakopane;gmina miejska;2010-01-01
1217022;12;17;02;2;Biały Dunajec;gmina wiejska;2010-01-01
1217032;12;17;03;2;Bukowina Tatrzańska;gmina wiejska;2010-01-01
1217042;12;17;04;2;Kościelisko;gmina wiejska;2010-01-01
1217052;12;17;05;2;Poronin;gmina wiejska;2010-01-01
1218000;12;18;00;0;wadowicki;powiat;2010-01-01
1218013;12;18;01;3;Andrychów;gmina miejsko-wiejska;2010-01-01
1218014;12;18;01;4;Andrychów;miasto;2010-01-01
1218015;12;18;01;5;Andrychów;obszar wiejski;2010-01-01
1218022;12;18;02;2;Brzeźnica;gmina wiejska;2010-01-01
1218033;12;18;03;3;Kalwaria Zebrzydowska;gmina miejsko-wiejska;2010-01-01
1218034;12;18;03;4;Kalwaria Zebrzydowska;miasto;2010-01-01
1218035;12;18;03;5;Kalwaria Zebrzydowska;obszar wiejski;2010-01-01
1218042;12;18;04;2;Lanckorona;gmina wiejska;2010-01-01
1218052;12;18;05;2;Mucharz;gmina wiejska;2010-01-01
1218062;12;18;06;2;Spytkowice;gmina wiejska;2010-01-01
1218072;12;18;07;2;Stryszów;gmina wiejska;2010-01-01
1218082;12;18;08;2;Tomice;gmina wiejska;2010-01-01
1218093;12;18;09;3;Wadowice;gmina miejsko-wiejska;2010-01-01
1218094;12;18;09;4;Wadowice;miasto;2010-01-01
1218095;12;18;09;5;Wadowice;obszar wiejski;2010-01-01
1218102;12;18;10;2;Wieprz;gmina wiejska;2010-01-01
1219000;12;19;00;0;wielicki;powiat;2010-01-01
1219012;12;19;01;2;Biskupice;gmina wiejska;2010-01-01
1219022;12;19;02;2;Gdów;gmina wiejska;2010-01-01
1219032;12;19;03;2;Kłaj;gmina wiejska;2010-01-01
1219043;12;19;04;3;Niepołomice;gmina miejsko-wiejska;2010-01-01
1219044;12;19;04;4;Niepołomice;miasto;2010-01-01
1219045;12;19;04;5;Niepołomice;obszar wiejski;2010-01-01
1219053;12;19;05;3;Wieliczka;gmina miejsko-wiejska;2010-01-01
1219054;12;19;05;4;Wieliczka;miasto;2010-01-01
1219055;12;19;05;5;Wieliczka;obszar wiejski;2010-01-01
1261000;12;61;00;0;Kraków;miasto na prawach powiatu;2010-01-01
1261011;12;61;01;1;Kraków;gmina miejska;2010-01-01
1261029;12;61;02;9;Kraków-Krowodrza;delegatura;2010-01-01
1261039;12;61;03;9;Kraków-Nowa Huta;delegatura;2010-01-01
1261049;12;61;04;9;Kraków-Podgórze;delegatura;2010-01-01
1261059;12;61;05;9;Kraków-Śródmieście;delegatura;2010-01-01
1262000;12;62;00;0;Nowy Sącz;miasto na prawach powiatu;2010-01-01
1262011;12;62;01;1;Nowy Sącz;gmina miejska;2010-01-01
1263000;12;63;00;0;Tarnów;miasto na prawach powiatu;2010-01-01
1263011;12;63;01;1;Tarnów;gmina miejska;2010-01-01
1400000;14;00;00;0;MAZOWIECKIE;województwo;2010-01-01
1401000;14;01;00;0;białobrzeski;powiat;2010-01-01
1401013;14;01;01;3;Białobrzegi;gmina miejsko-wiejska;2010-01-01
1401014;14;01;01;4;Białobrzegi;miasto;2010-01-01
1401015;14;01;01;5;Białobrzegi;obszar wiejski;2010-01-01
1401022;14;01;02;2;Promna;gmina wiejska;2010-01-01
1401032;14;01;03;2;Radzanów;gmina wiejska;2010-01-01
1401042;14;01;04;2;Stara Błotnica;gmina wiejska;2010-01-01
1401052;14;01;05;2;Stromiec;gmina wiejska;2010-01-01
1401063;14;01;06;3;Wyśmierzyce;gmina miejsko-wiejska;2010-01-01
1401064;14;01;06;4;Wyśmierzyce;miasto;2010-01-01
1401065;14;01;06;5;Wyśmierzyce;obszar wiejski;2010-01-01
1402000;14;02;00;0;ciechanowski;powiat;2010-01-01
1402011;14;02;01;1;Ciechanów;gmina miejska;2010-01-01
1402022;14;02;02;2;Ciechanów;gmina wiejska;2010-01-01
1402033;14;02;03;3;Glinojeck;gmina miejsko-wiejska;2010-01-01
1402034;14;02;03;4;Glinojeck;miasto;2010-01-01
1402035;14;02;03;5;Glinojeck;obszar wiejski;2010-01-01
1402042;14;02;04;2;Gołymin-Ośrodek;gmina wiejska;2010-01-01
1402052;14;02;05;2;Grudusk;gmina wiejska;2010-01-01
1402062;14;02;06;2;Ojrzeń;gmina wiejska;2010-01-01
1402072;14;02;07;2;Opinogóra Górna;gmina wiejska;2010-01-01
1402082;14;02;08;2;Regimin;gmina wiejska;2010-01-01
1402092;14;02;09;2;Sońsk;gmina wiejska;2010-01-01
1403000;14;03;00;0;garwoliński;powiat;2010-01-01
1403011;14;03;01;1;Garwolin;gmina miejska;2010-01-01
1403021;14;03;02;1;Łaskarzew;gmina miejska;2010-01-01
1403032;14;03;03;2;Borowie;gmina wiejska;2010-01-01
1403042;14;03;04;2;Garwolin;gmina wiejska;2010-01-01
1403052;14;03;05;2;Górzno;gmina wiejska;2010-01-01
1403062;14;03;06;2;Łaskarzew;gmina wiejska;2010-01-01
1403072;14;03;07;2;Maciejowice;gmina wiejska;2010-01-01
1403082;14;03;08;2;Miastków Kościelny;gmina wiejska;2010-01-01
1403092;14;03;09;2;Parysów;gmina wiejska;2010-01-01
1403103;14;03;10;3;Pilawa;gmina miejsko-wiejska;2010-01-01
1403104;14;03;10;4;Pilawa;miasto;2010-01-01
1403105;14;03;10;5;Pilawa;obszar wiejski;2010-01-01
1403112;14;03;11;2;Sobolew;gmina wiejska;2010-01-01
1403122;14;03;12;2;Trojanów;gmina wiejska;2010-01-01
1403132;14;03;13;2;Wilga;gmina wiejska;2010-01-01
1403143;14;03;14;3;Żelechów;gmina miejsko-wiejska;2010-01-01
1403144;14;03;14;4;Żelechów;miasto;2010-01-01
1403145;14;03;14;5;Żelechów;obszar wiejski;2010-01-01
1404000;14;04;00;0;gostyniński;powiat;2010-01-01
1404011;14;04;01;1;Gostynin;gmina miejska;2010-01-01
1404022;14;04;02;2;Gostynin;gmina wiejska;2010-01-01
1404032;14;04;03;2;Pacyna;gmina wiejska;2010-01-01
1404042;14;04;04;2;Sanniki;gmina wiejska;2010-01-01
1404052;14;04;05;2;Szczawin Kościelny;gmina wiejska;2010-01-01
1405000;14;05;00;0;grodziski;powiat;2010-01-01
1405011;14;05;01;1;Milanówek;gmina miejska;2010-01-01
1405021;14;05;02;1;Podkowa Leśna;gmina miejska;2010-01-01
1405032;14;05;03;2;Baranów;gmina wiejska;2010-01-01
1405043;14;05;04;3;Grodzisk Mazowiecki;gmina miejsko-wiejska;2010-01-01
1405044;14;05;04;4;Grodzisk Mazowiecki;miasto;2010-01-01
1405045;14;05;04;5;Grodzisk Mazowiecki;obszar wiejski;2010-01-01
1405052;14;05;05;2;Jaktorów;gmina wiejska;2010-01-01
1405062;14;05;06;2;Żabia Wola;gmina wiejska;2010-01-01
1406000;14;06;00;0;grójecki;powiat;2010-01-01
1406012;14;06;01;2;Belsk Duży;gmina wiejska;2010-01-01
1406022;14;06;02;2;Błędów;gmina wiejska;2010-01-01
1406032;14;06;03;2;Chynów;gmina wiejska;2010-01-01
1406042;14;06;04;2;Goszczyn;gmina wiejska;2010-01-01
1406053;14;06;05;3;Grójec;gmina miejsko-wiejska;2010-01-01
1406054;14;06;05;4;Grójec;miasto;2010-01-01
1406055;14;06;05;5;Grójec;obszar wiejski;2010-01-01
1406062;14;06;06;2;Jasieniec;gmina wiejska;2010-01-01
1406073;14;06;07;3;Mogielnica;gmina miejsko-wiejska;2010-01-01
1406074;14;06;07;4;Mogielnica;miasto;2010-01-01
1406075;14;06;07;5;Mogielnica;obszar wiejski;2010-01-01
1406083;14;06;08;3;Nowe Miasto nad Pilicą;gmina miejsko-wiejska;2010-01-01
1406084;14;06;08;4;Nowe Miasto nad Pilicą;miasto;2010-01-01
1406085;14;06;08;5;Nowe Miasto nad Pilicą;obszar wiejski;2010-01-01
1406092;14;06;09;2;Pniewy;gmina wiejska;2010-01-01
1406113;14;06;11;3;Warka;gmina miejsko-wiejska;2010-01-01
1406114;14;06;11;4;Warka;miasto;2010-01-01
1406115;14;06;11;5;Warka;obszar wiejski;2010-01-01
1407000;14;07;00;0;kozienicki;powiat;2010-01-01
1407012;14;07;01;2;Garbatka-Letnisko;gmina wiejska;2010-01-01
1407022;14;07;02;2;Głowaczów;gmina wiejska;2010-01-01
1407032;14;07;03;2;Gniewoszów;gmina wiejska;2010-01-01
1407042;14;07;04;2;Grabów nad Pilicą;gmina wiejska;2010-01-01
1407053;14;07;05;3;Kozienice;gmina miejsko-wiejska;2010-01-01
1407054;14;07;05;4;Kozienice;miasto;2010-01-01
1407055;14;07;05;5;Kozienice;obszar wiejski;2010-01-01
1407062;14;07;06;2;Magnuszew;gmina wiejska;2010-01-01
1407072;14;07;07;2;Sieciechów;gmina wiejska;2010-01-01
1408000;14;08;00;0;legionowski;powiat;2010-01-01
1408011;14;08;01;1;Legionowo;gmina miejska;2010-01-01
1408022;14;08;02;2;Jabłonna;gmina wiejska;2010-01-01
1408032;14;08;03;2;Nieporęt;gmina wiejska;2010-01-01
1408043;14;08;04;3;Serock;gmina miejsko-wiejska;2010-01-01
1408044;14;08;04;4;Serock;miasto;2010-01-01
1408045;14;08;04;5;Serock;obszar wiejski;2010-01-01
1408052;14;08;05;2;Wieliszew;gmina wiejska;2010-01-01
1409000;14;09;00;0;lipski;powiat;2010-01-01
1409012;14;09;01;2;Chotcza;gmina wiejska;2010-01-01
1409022;14;09;02;2;Ciepielów;gmina wiejska;2010-01-01
1409033;14;09;03;3;Lipsko;gmina miejsko-wiejska;2010-01-01
1409034;14;09;03;4;Lipsko;miasto;2010-01-01
1409035;14;09;03;5;Lipsko;obszar wiejski;2010-01-01
1409042;14;09;04;2;Rzeczniów;gmina wiejska;2010-01-01
1409052;14;09;05;2;Sienno;gmina wiejska;2010-01-01
1409062;14;09;06;2;Solec nad Wisłą;gmina wiejska;2010-01-01
1410000;14;10;00;0;łosicki;powiat;2010-01-01
1410012;14;10;01;2;Huszlew;gmina wiejska;2010-01-01
1410023;14;10;02;3;Łosice;gmina miejsko-wiejska;2010-01-01
1410024;14;10;02;4;Łosice;miasto;2010-01-01
1410025;14;10;02;5;Łosice;obszar wiejski;2010-01-01
1410032;14;10;03;2;Olszanka;gmina wiejska;2010-01-01
1410042;14;10;04;2;Platerów;gmina wiejska;2010-01-01
1410052;14;10;05;2;Sarnaki;gmina wiejska;2010-01-01
1410062;14;10;06;2;Stara Kornica;gmina wiejska;2010-01-01
1411000;14;11;00;0;makowski;powiat;2010-01-01
1411011;14;11;01;1;Maków Mazowiecki;gmina miejska;2010-01-01
1411022;14;11;02;2;Czerwonka;gmina wiejska;2010-01-01
1411032;14;11;03;2;Karniewo;gmina wiejska;2010-01-01
1411042;14;11;04;2;Krasnosielc;gmina wiejska;2010-01-01
1411052;14;11;05;2;Młynarze;gmina wiejska;2010-01-01
1411062;14;11;06;2;Płoniawy-Bramura;gmina wiejska;2010-01-01
1411073;14;11;07;3;Różan;gmina miejsko-wiejska;2010-01-01
1411074;14;11;07;4;Różan;miasto;2010-01-01
1411075;14;11;07;5;Różan;obszar wiejski;2010-01-01
1411082;14;11;08;2;Rzewnie;gmina wiejska;2010-01-01
1411092;14;11;09;2;Sypniewo;gmina wiejska;2010-01-01
1411102;14;11;10;2;Szelków;gmina wiejska;2010-01-01
1412000;14;12;00;0;miński;powiat;2010-01-01
1412011;14;12;01;1;Mińsk Mazowiecki;gmina miejska;2010-01-01
1412042;14;12;04;2;Cegłów;gmina wiejska;2010-01-01
1412052;14;12;05;2;Dębe Wielkie;gmina wiejska;2010-01-01
1412062;14;12;06;2;Dobre;gmina wiejska;2010-01-01
1412073;14;12;07;3;Halinów;gmina miejsko-wiejska;2010-01-01
1412074;14;12;07;4;Halinów;miasto;2010-01-01
1412075;14;12;07;5;Halinów;obszar wiejski;2010-01-01
1412082;14;12;08;2;Jakubów;gmina wiejska;2010-01-01
1412093;14;12;09;3;Kałuszyn;gmina miejsko-wiejska;2010-01-01
1412094;14;12;09;4;Kałuszyn;miasto;2010-01-01
1412095;14;12;09;5;Kałuszyn;obszar wiejski;2010-01-01
1412102;14;12;10;2;Latowicz;gmina wiejska;2010-01-01
1412112;14;12;11;2;Mińsk Mazowiecki;gmina wiejska;2010-01-01
1412122;14;12;12;2;Mrozy;gmina wiejska;2010-01-01
1412132;14;12;13;2;Siennica;gmina wiejska;2010-01-01
1412142;14;12;14;2;Stanisławów;gmina wiejska;2010-01-01
1412151;14;12;15;1;Sulejówek;gmina miejska;2010-01-01
1413000;14;13;00;0;mławski;powiat;2010-01-01
1413011;14;13;01;1;Mława;gmina miejska;2010-01-01
1413022;14;13;02;2;Dzierzgowo;gmina wiejska;2010-01-01
1413032;14;13;03;2;Lipowiec Kościelny;gmina wiejska;2010-01-01
1413042;14;13;04;2;Radzanów;gmina wiejska;2010-01-01
1413052;14;13;05;2;Strzegowo;gmina wiejska;2010-01-01
1413062;14;13;06;2;Stupsk;gmina wiejska;2010-01-01
1413072;14;13;07;2;Szreńsk;gmina wiejska;2010-01-01
1413082;14;13;08;2;Szydłowo;gmina wiejska;2010-01-01
1413092;14;13;09;2;Wieczfnia Kościelna;gmina wiejska;2010-01-01
1413102;14;13;10;2;Wiśniewo;gmina wiejska;2010-01-01
1414000;14;14;00;0;nowodworski;powiat;2010-01-01
1414011;14;14;01;1;Nowy Dwór Mazowiecki;gmina miejska;2010-01-01
1414022;14;14;02;2;Czosnów;gmina wiejska;2010-01-01
1414032;14;14;03;2;Leoncin;gmina wiejska;2010-01-01
1414043;14;14;04;3;Nasielsk;gmina miejsko-wiejska;2010-01-01
1414044;14;14;04;4;Nasielsk;miasto;2010-01-01
1414045;14;14;04;5;Nasielsk;obszar wiejski;2010-01-01
1414052;14;14;05;2;Pomiechówek;gmina wiejska;2010-01-01
1414063;14;14;06;3;Zakroczym;gmina miejsko-wiejska;2010-01-01
1414064;14;14;06;4;Zakroczym;miasto;2010-01-01
1414065;14;14;06;5;Zakroczym;obszar wiejski;2010-01-01
1415000;14;15;00;0;ostrołęcki;powiat;2010-01-01
1415012;14;15;01;2;Baranowo;gmina wiejska;2010-01-01
1415022;14;15;02;2;Czarnia;gmina wiejska;2010-01-01
1415032;14;15;03;2;Czerwin;gmina wiejska;2010-01-01
1415042;14;15;04;2;Goworowo;gmina wiejska;2010-01-01
1415052;14;15;05;2;Kadzidło;gmina wiejska;2010-01-01
1415062;14;15;06;2;Lelis;gmina wiejska;2010-01-01
1415072;14;15;07;2;Łyse;gmina wiejska;2010-01-01
1415083;14;15;08;3;Myszyniec;gmina miejsko-wiejska;2010-01-01
1415084;14;15;08;4;Myszyniec;miasto;2010-01-01
1415085;14;15;08;5;Myszyniec;obszar wiejski;2010-01-01
1415092;14;15;09;2;Olszewo-Borki;gmina wiejska;2010-01-01
1415102;14;15;10;2;Rzekuń;gmina wiejska;2010-01-01
1415112;14;15;11;2;Troszyn;gmina wiejska;2010-01-01
1416000;14;16;00;0;ostrowski;powiat;2010-01-01
1416011;14;16;01;1;Ostrów Mazowiecka;gmina miejska;2010-01-01
1416022;14;16;02;2;Andrzejewo;gmina wiejska;2010-01-01
1416032;14;16;03;2;Boguty-Pianki;gmina wiejska;2010-01-01
1416043;14;16;04;3;Brok;gmina miejsko-wiejska;2010-01-01
1416044;14;16;04;4;Brok;miasto;2010-01-01
1416045;14;16;04;5;Brok;obszar wiejski;2010-01-01
1416052;14;16;05;2;Małkinia Górna;gmina wiejska;2010-01-01
1416062;14;16;06;2;Nur;gmina wiejska;2010-01-01
1416072;14;16;07;2;Ostrów Mazowiecka;gmina wiejska;2010-01-01
1416082;14;16;08;2;Stary Lubotyń;gmina wiejska;2010-01-01
1416092;14;16;09;2;Szulborze Wielkie;gmina wiejska;2010-01-01
1416102;14;16;10;2;Wąsewo;gmina wiejska;2010-01-01
1416112;14;16;11;2;Zaręby Kościelne;gmina wiejska;2010-01-01
1417000;14;17;00;0;otwocki;powiat;2010-01-01
1417011;14;17;01;1;Józefów;gmina miejska;2010-01-01
1417021;14;17;02;1;Otwock;gmina miejska;2010-01-01
1417032;14;17;03;2;Celestynów;gmina wiejska;2010-01-01
1417043;14;17;04;3;Karczew;gmina miejsko-wiejska;2010-01-01
1417044;14;17;04;4;Karczew;miasto;2010-01-01
1417045;14;17;04;5;Karczew;obszar wiejski;2010-01-01
1417052;14;17;05;2;Kołbiel;gmina wiejska;2010-01-01
1417062;14;17;06;2;Osieck;gmina wiejska;2010-01-01
1417072;14;17;07;2;Sobienie-Jeziory;gmina wiejska;2010-01-01
1417082;14;17;08;2;Wiązowna;gmina wiejska;2010-01-01
1418000;14;18;00;0;piaseczyński;powiat;2010-01-01
1418013;14;18;01;3;Góra Kalwaria;gmina miejsko-wiejska;2010-01-01
1418014;14;18;01;4;Góra Kalwaria;miasto;2010-01-01
1418015;14;18;01;5;Góra Kalwaria;obszar wiejski;2010-01-01
1418023;14;18;02;3;Konstancin-Jeziorna;gmina miejsko-wiejska;2010-01-01
1418024;14;18;02;4;Konstancin-Jeziorna;miasto;2010-01-01
1418025;14;18;02;5;Konstancin-Jeziorna;obszar wiejski;2010-01-01
1418032;14;18;03;2;Lesznowola;gmina wiejska;2010-01-01
1418043;14;18;04;3;Piaseczno;gmina miejsko-wiejska;2010-01-01
1418044;14;18;04;4;Piaseczno;miasto;2010-01-01
1418045;14;18;04;5;Piaseczno;obszar wiejski;2010-01-01
1418052;14;18;05;2;Prażmów;gmina wiejska;2010-01-01
1418063;14;18;06;3;Tarczyn;gmina miejsko-wiejska;2010-01-01
1418064;14;18;06;4;Tarczyn;miasto;2010-01-01
1418065;14;18;06;5;Tarczyn;obszar wiejski;2010-01-01
1419000;14;19;00;0;płocki;powiat;2010-01-01
